,0 1
21983,494 27
21984,723 825
21985,311 225
21986,320 333
21987,333 320
21988,128 121
21989,27 494
21990,473 106
21991,405 142
21992,243 950
21993,10 121
21994,914 116
21995,284 472
21996,470 914
21997,255 284
21998,730 468
21999,859 131
22000,86 55
22001,13 390
22002,107 70
22003,232 292
22004,232 457
22005,210 963
22006,933 15
22007,281 880
22008,86 79
22009,184 969
22010,963 86
22011,65 206
22012,581 21
22013,86 210
22014,86 963
22015,809 949
22016,949 809
22017,499 499
22018,21 581
22019,58 921
22020,318 615
22021,615 318
22022,242 303
22023,291 232
22024,33 443
22025,232 291
22026,820 970
22027,970 820
22028,420 464
22029,74 152
22030,152 74
22031,823 856
22032,298 137
22033,856 823
22034,142 160
22035,499 649
22036,6 949
22037,282 411
22038,459 223
22039,282 218
22040,563 373
22041,249 615
22042,470 655
22043,859 281
22044,859 243
22045,859 921
22046,303 242
22047,243 859
22048,281 859
22049,395 376
22050,12 362
22051,405 105
22052,366 856
22053,107 954
22054,425 256
22055,473 113
22056,473 495
22057,473 371
22058,473 114
22059,473 14
22060,494 372
22061,105 405
22062,252 812
22063,113 473
22064,373 812
22065,55 950
22066,240 159
22067,152 612
22068,393 107
22069,949 511
22070,971 4
22071,971 804
22072,971 457
22073,971 361
22074,971 188
22075,509 952
22076,971 470
22077,971 406
22078,971 514
22079,963 930
22080,963 235
22081,963 244
22082,971 232
22083,971 284
22084,971 488
22085,971 391
22086,971 336
22087,971 582
22088,971 179
22089,971 321
22090,971 466
22091,845 252
22092,952 509
22093,114 473
22094,187 155
22095,922 129
22096,452 649
22097,957 707
22098,427 443
22099,954 87
22100,218 696
22101,86 531
22102,13 350
22103,963 238
22104,963 241
22105,33 615
22106,733 923
22107,238 963
22108,420 314
22109,951 359
22110,951 913
22111,515 290
22112,511 949
22113,655 261
22114,655 470
22115,213 957
22116,812 373
22117,509 972
22118,371 105
22119,481 950
22120,971 412
22121,261 494
22122,442 48
22123,151 86
22124,412 971
22125,971 823
22126,971 216
22127,971 332
22128,971 700
22129,971 467
22130,448 933
22131,649 246
22132,957 265
22133,125 166
22134,105 371
22135,615 412
22136,246 649
22137,240 234
22138,932 932
22139,183 399
22140,255 283
22141,971 554
22142,971 235
22143,971 893
22144,971 324
22145,160 162
22146,971 504
22147,947 321
22148,64 918
22149,971 304
22150,971 114
22151,971 777
22152,971 400
22153,971 416
22154,812 59
22155,44 105
22156,105 44
22157,40 93
22158,971 417
22159,971 973
22160,971 325
22161,971 360
22162,971 29
22163,971 627
22164,971 566
22165,971 480
22166,971 113
22167,971 47
22168,918 974
22169,859 193
22170,859 826
22171,63 826
22172,63 803
22173,162 389
22174,971 196
22175,971 184
22176,971 710
22177,971 403
22178,971 10
22179,971 778
22180,167 572
22181,971 699
22182,362 12
22183,971 108
22184,971 754
22185,283 253
22186,283 560
22187,971 570
22188,971 672
22189,971 133
22190,971 569
22191,155 187
22192,859 546
22193,367 107
22194,390 308
22195,971 277
22196,971 444
22197,971 809
22198,83 812
22199,170 188
22200,193 6
22201,572 167
22202,913 956
22203,913 967
22204,412 845
22205,412 281
22206,283 234
22207,129 922
22208,971 608
22209,971 423
22210,914 165
22211,325 945
22212,971 9
22213,971 812
22214,971 799
22215,971 975
22216,971 190
22217,971 506
22218,971 401
22219,896 287
22220,971 540
22221,971 805
22222,971 343
22223,971 26
22224,971 20
22225,971 729
22226,971 505
22227,971 93
22228,971 679
22229,971 174
22230,131 950
22231,290 87
22232,971 747
22233,971 8
22234,971 430
22235,971 448
22236,971 740
22237,971 723
22238,971 251
22239,971 452
22240,971 307
22241,971 844
22242,971 695
22243,87 21
22244,87 419
22245,484 448
22246,22 301
22247,685 698
22248,685 285
22249,685 412
22250,263 274
22251,263 121
22252,957 213
22253,6 193
22254,820 974
22255,937 125
22256,133 337
22257,133 25
22258,133 361
22259,133 27
22260,133 417
22261,133 443
22262,133 116
22263,133 261
22264,133 482
22265,133 336
22266,133 136
22267,133 39
22268,133 171
22269,133 135
22270,133 545
22271,900 128
22272,128 900
22273,459 17
22274,333 976
22275,366 131
22276,186 31
22277,274 139
22278,270 183
22279,820 749
22280,118 21
22281,301 22
22282,115 422
22283,375 211
22284,777 134
22285,7 324
22286,131 252
22287,131 859
22288,366 230
22289,272 334
22290,951 360
22291,366 596
22292,44 526
22293,211 375
22294,954 518
22295,914 115
22296,210 105
22297,21 118
22298,230 283
22299,230 366
22300,142 222
22301,492 107
22302,281 183
22303,459 329
22304,243 87
22305,57 126
22306,177 546
22307,375 301
22308,596 366
22309,249 3
22310,930 963
22311,497 581
22312,526 44
22313,508 480
22314,105 346
22315,301 169
22316,579 273
22317,346 105
22318,209 977
22319,183 281
22320,158 963
22321,509 671
22322,47 318
22323,367 75
22324,252 5
22325,252 518
22326,166 536
22327,455 165
22328,455 119
22329,455 114
22330,494 152
22331,455 816
22332,455 136
22333,292 232
22334,455 35
22335,252 826
22336,509 160
22337,963 546
22338,19 452
22339,546 963
22340,131 422
22341,253 418
22342,253 184
22343,422 131
22344,3 971
22345,422 950
22346,118 132
22347,305 880
22348,231 201
22349,11 661
22350,812 83
22351,914 470
22352,11 358
22353,131 55
22354,11 506
22355,812 282
22356,11 496
22357,496 11
22358,847 547
22359,880 305
22360,282 812
22361,115 978
22362,121 859
22363,86 105
22364,86 533
22365,105 86
22366,405 548
22367,547 847
22368,295 313
22369,171 23
22370,23 171
22371,859 121
22372,513 490
22373,11 804
22374,318 725
22375,932 107
22376,547 133
22377,133 547
22378,86 251
22379,177 479
22380,655 28
22381,484 86
22382,484 64
22383,204 581
22384,509 13
22385,222 256
22386,222 20
22387,126 57
22388,509 710
22389,379 384
22390,435 519
22391,237 926
22392,820 42
22393,86 484
22394,222 21
22395,19 957
22396,371 170
22397,371 169
22398,494 509
22399,498 777
22400,246 44
22401,13 509
22402,409 47
22403,409 357
22404,409 23
22405,75 339
22406,919 847
22407,246 499
22408,292 486
22409,919 455
22410,896 710
22411,776 593
22412,932 338
22413,963 612
22414,301 93
22415,86 822
22416,170 371
22417,253 212
22418,68 107
22419,474 212
22420,131 305
22421,612 212
22422,608 232
22423,608 804
22424,608 498
22425,154 474
22426,215 121
22427,4 971
22428,114 87
22429,953 301
22430,140 301
22431,121 215
22432,29 964
22433,93 301
22434,242 599
22435,947 181
22436,234 963
22437,215 114
22438,215 81
22439,974 87
22440,87 974
22441,971 2
22442,430 65
22443,211 45
22444,21 365
22445,963 242
22446,223 468
22447,162 468
22448,2 971
22449,458 604
22450,139 76
22451,320 380
22452,320 947
22453,320 396
22454,922 340
22455,188 170
22456,287 162
22457,212 453
22458,212 17
22459,321 177
22460,333 932
22461,710 896
22462,710 509
22463,42 280
22464,42 19
22465,212 253
22466,222 107
22467,160 205
22468,249 252
22469,249 286
22470,249 859
22471,979 979
22472,494 690
22473,218 297
22474,218 872
22475,218 219
22476,963 210
22477,963 927
22478,963 240
22479,963 234
22480,339 818
22481,177 321
22482,26 26
22483,756 533
22484,333 105
22485,280 42
22486,244 963
22487,107 963
22488,495 360
22489,107 690
22490,494 417
22491,23 950
22492,417 494
22493,281 932
22494,211 153
22495,80 395
22496,506 11
22497,86 932
22498,13 371
22499,19 42
22500,84 323
22501,546 856
22502,105 333
22503,957 12
22504,329 190
22505,976 114
22506,529 213
22507,979 1
22508,979 106
22509,979 170
22510,979 316
22511,225 460
22512,65 92
22513,822 936
22514,92 65
22515,509 540
22516,822 822
22517,599 209
22518,599 931
22519,195 252
22520,195 859
22521,540 509
22522,540 952
22523,518 21
22524,22 155
22525,155 22
22526,976 333
22527,976 361
22528,976 113
22529,976 417
22530,976 443
22531,976 263
22532,976 444
22533,976 318
22534,976 442
22535,976 919
22536,976 547
22537,976 423
22538,976 245
22539,976 47
22540,976 76
22541,976 48
22542,976 485
22543,976 171
22544,933 929
22545,933 592
22546,933 446
22547,933 447
22548,933 334
22549,223 218
22550,114 919
22551,114 976
22552,83 642
22553,154 17
22554,409 140
22555,409 39
22556,252 195
22557,371 13
22558,358 11
22559,427 950
22560,113 976
22561,572 939
22562,48 27
22563,54 174
22564,33 27
22565,174 54
22566,301 35
22567,76 139
22568,222 301
22569,856 83
22570,810 222
22571,939 572
22572,932 281
22573,11 956
22574,358 699
22575,358 501
22576,932 98
22577,914 900
22578,282 588
22579,86 236
22580,546 82
22581,395 80
22582,498 956
22583,498 967
22584,723 723
22585,446 301
22586,952 540
22587,15 933
22588,290 211
22589,921 930
22590,818 339
22591,166 252
22592,93 464
22593,129 562
22594,562 129
22595,464 93
22596,563 706
22597,131 2
22598,485 442
22599,367 155
22600,299 546
22601,98 932
22602,147 155
22603,931 5
22604,211 290
22605,155 147
22606,84 393
22607,218 288
22608,573 141
22609,113 925
22610,107 78
22611,218 86
22612,187 16
22613,96 242
22614,128 209
22615,8 160
22616,131 208
22617,710 952
22618,933 335
22619,132 599
22620,952 710
22621,306 366
22622,930 921
22623,33 33
22624,83 513
22625,342 17
22626,342 340
22627,342 173
22628,342 493
22629,342 41
22630,83 162
22631,170 23
22632,932 86
22633,5 931
22634,5 252
22635,5 859
22636,285 949
22637,5 261
22638,52 719
22639,263 925
22640,263 919
22641,263 976
22642,488 487
22643,300 460
22644,597 107
22645,956 11
22646,518 155
22647,922 922
22648,39 114
22649,114 39
22650,949 285
22651,311 106
22652,106 311
22653,980 980
22654,342 621
22655,342 381
22656,342 149
22657,342 262
22658,342 343
22659,342 346
22660,342 156
22661,342 348
22662,342 349
22663,342 907
22664,342 278
22665,342 178
22666,342 257
22667,422 333
22668,246 421
22669,342 129
22670,342 393
22671,836 836
22672,152 49
22673,177 218
22674,393 947
22675,162 212
22676,930 301
22677,7 913
22678,974 128
22679,856 525
22680,856 765
22681,494 268
22682,480 667
22683,667 480
22684,980 5
22685,510 504
22686,222 690
22687,922 699
22688,922 908
22689,922 847
22690,922 956
22691,922 205
22692,922 913
22693,922 822
22694,260 950
22695,107 597
22696,168 544
22697,160 222
22698,342 147
22699,977 977
22700,404 643
22701,5 980
22702,976 981
22703,272 710
22704,847 922
22705,719 52
22706,495 641
22707,389 326
22708,184 19
22709,29 459
22710,19 184
22711,860 978
22712,521 86
22713,976 847
22714,976 925
22715,372 494
22716,430 86
22717,268 494
22718,541 511
22719,976 976
22720,541 155
22721,242 977
22722,299 509
22723,581 473
22724,155 541
22725,64 950
22726,201 183
22727,169 531
22728,243 252
22729,480 142
22730,211 949
22731,335 929
22732,132 949
22733,12 213
22734,281 59
22735,649 421
22736,908 593
22737,908 776
22738,105 152
22739,621 130
22740,526 912
22741,531 169
22742,318 5
22743,422 518
22744,124 142
22745,292 950
22746,142 124
22747,411 215
22748,982 137
22749,215 411
22750,85 146
22751,176 181
22752,114 36
22753,932 113
22754,932 333
22755,11 700
22756,11 699
22757,581 308
22758,107 438
22759,438 107
22760,5 318
22761,256 133
22762,5 235
22763,116 420
22764,68 220
22765,487 487
22766,644 528
22767,473 581
22768,544 434
22769,963 107
22770,933 448
22771,40 953
22772,492 678
22773,427 980
22774,409 371
22775,809 160
22776,169 360
22777,11 602
22778,77 950
22779,107 166
22780,360 170
22781,333 211
22782,139 933
22783,160 809
22784,160 906
22785,151 23
22786,443 976
22787,420 60
22788,13 168
22789,13 236
22790,13 520
22791,18 852
22792,541 249
22793,249 541
22794,980 261
22795,543 294
22796,963 301
22797,509 287
22798,851 350
22799,345 350
22800,162 15
22801,252 6
22802,252 809
22803,24 151
22804,160 256
22805,3 845
22806,83 87
22807,83 932
22808,83 546
22809,228 377
22810,932 115
22811,115 932
22812,115 883
22813,652 513
22814,271 13
22815,840 840
22816,826 859
22817,430 956
22818,13 271
22819,500 699
22820,459 44
22821,301 930
22822,301 963
22823,269 513
22824,459 464
22825,131 552
22826,124 513
22827,427 212
22828,908 51
22829,908 128
22830,908 167
22831,908 204
22832,908 205
22833,980 64
22834,956 913
22835,26 953
22836,685 194
22837,963 963
22838,146 160
22839,145 83
22840,42 83
22841,393 422
22842,823 9
22843,74 756
22844,74 513
22845,12 452
22846,753 978
22847,340 46
22848,197 820
22849,963 83
22850,486 176
22851,286 252
22852,183 504
22853,83 963
22854,753 914
22855,615 459
22856,510 84
22857,349 907
22858,971 3
22859,28 256
22860,59 812
22861,756 74
22862,462 5
22863,546 362
22864,812 46
22865,953 26
22866,552 131
22867,18 182
22868,182 18
22869,434 607
22870,548 607
22871,481 131
22872,912 765
22873,350 851
22874,546 44
22875,141 666
22876,367 32
22877,5 462
22878,6 252
22879,231 177
22880,976 527
22881,976 455
22882,20 28
22883,177 231
22884,21 513
22885,513 21
22886,24 964
22887,443 165
22888,137 434
22889,420 116
22890,381 686
22891,459 589
22892,33 34
22893,33 29
22894,33 30
22895,33 31
22896,33 39
22897,747 513
22898,627 513
22899,252 131
22900,825 923
22901,455 976
22902,86 218
22903,180 172
22904,63 971
22905,918 494
22906,30 721
22907,106 473
22908,86 430
22909,275 160
22910,42 64
22911,28 20
22912,447 933
22913,211 513
22914,86 65
22915,23 151
22916,33 590
22917,434 137
22918,544 82
22919,5 106
22920,5 325
22921,106 5
22922,106 64
22923,243 373
22924,493 291
22925,900 455
22926,9 765
22927,929 269
22928,340 922
22929,981 318
22930,981 114
22931,981 333
22932,520 13
22933,6 275
22934,260 509
22935,823 521
22936,513 747
22937,661 505
22938,974 94
22939,88 924
22940,88 271
22941,420 82
22942,210 252
22943,926 931
22944,927 963
22945,573 86
22946,329 4
22947,556 280
22948,493 909
22949,51 64
22950,64 51
22951,602 11
22952,94 974
22953,547 443
22954,197 199
22955,215 66
22956,296 376
22957,131 212
22958,932 340
22959,932 106
22960,932 153
22961,932 77
22962,932 253
22963,932 17
22964,932 173
22965,932 169
22966,932 46
22967,932 326
22968,932 671
22969,932 820
22970,932 174
22971,932 355
22972,932 367
22973,932 702
22974,932 453
22975,932 506
22976,932 295
22977,932 45
22978,932 147
22979,932 249
22980,86 151
22981,300 187
22982,160 445
22983,932 131
22984,932 544
22985,932 489
22986,932 180
22987,278 292
22988,255 160
22989,154 114
22990,300 194
22991,301 262
22992,262 301
22993,611 278
22994,310 932
22995,132 194
22996,525 510
22997,170 607
22998,957 141
22999,951 141
23000,498 593
23001,498 765
23002,187 300
23003,6 211
23004,211 6
23005,707 525
23006,194 132
23007,80 384
23008,168 484
23009,441 566
23010,3 6
23011,777 723
23012,777 259
23013,212 427
23014,820 154
23015,113 983
23016,155 589
23017,478 325
23018,259 777
23019,131 285
23020,238 498
23021,480 550
23022,154 820
23023,480 418
23024,404 145
23025,593 498
23026,353 106
23027,368 1
23028,212 932
23029,914 816
23030,914 753
23031,919 919
23032,919 40
23033,145 404
23034,607 170
23035,498 922
23036,40 919
23037,126 6
23038,963 404
23039,404 963
23040,64 354
23041,455 925
23042,459 225
23043,455 914
23044,211 333
23045,59 845
23046,154 932
23047,154 492
23048,254 932
23049,333 411
23050,333 271
23051,509 480
23052,671 106
23053,932 310
23054,914 455
23055,546 377
23056,167 483
23057,840 64
23058,64 840
23059,133 5
23060,311 297
23061,311 248
23062,311 73
23063,156 345
23064,170 471
23065,377 546
23066,949 57
23067,204 196
23068,165 26
23069,165 847
23070,165 590
23071,165 844
23072,59 971
23073,86 573
23074,406 499
23075,669 930
23076,57 949
23077,271 481
23078,699 500
23079,529 332
23080,271 152
23081,401 276
23082,408 420
23083,5 581
23084,5 133
23085,6 285
23086,6 552
23087,6 126
23088,152 271
23089,21 184
23090,93 940
23091,212 77
23092,498 238
23093,427 40
23094,440 280
23095,96 411
23096,615 513
23097,32 151
23098,411 333
23099,411 96
23100,411 114
23101,113 919
23102,917 974
23103,509 513
23104,170 442
23105,590 33
23106,151 32
23107,513 509
23108,922 560
23109,280 440
23110,232 64
23111,420 408
23112,39 165
23113,142 88
23114,92 238
23115,822 908
23116,135 5
23117,235 963
23118,856 555
23119,471 170
23120,644 349
23121,448 494
23122,896 303
23123,437 339
23124,44 459
23125,418 710
23126,560 922
23127,310 272
23128,54 131
23129,131 54
23130,87 128
23131,40 900
23132,491 170
23133,170 491
23134,152 82
23135,306 478
23136,333 154
23137,223 177
23138,478 306
23139,131 698
23140,698 131
23141,271 57
23142,285 131
23143,840 168
23144,55 131
23145,5 135
23146,61 498
23147,286 859
23148,981 263
23149,5 308
23150,5 868
23151,5 557
23152,5 445
23153,945 945
23154,710 418
23155,198 64
23156,86 936
23157,459 421
23158,666 856
23159,550 480
23160,154 106
23161,417 976
23162,417 925
23163,254 121
23164,168 840
23165,812 126
23166,459 513
23167,303 896
23168,529 922
23169,125 15
23170,167 198
23171,167 908
23172,167 200
23173,167 917
23174,167 593
23175,167 776
23176,167 205
23177,167 94
23178,167 751
23179,167 207
23180,859 162
23181,108 301
23182,301 108
23183,457 92
23184,159 963
23185,466 324
23186,42 372
23187,105 92
23188,59 859
23189,466 231
23190,160 484
23191,138 420
23192,358 856
23193,141 293
23194,141 957
23195,141 951
23196,856 358
23197,160 92
23198,92 105
23199,92 160
23200,252 194
23201,123 339
23202,453 607
23203,211 495
23204,368 896
23205,271 46
23206,271 45
23207,545 183
23208,405 194
23209,126 812
23210,19 11
23211,678 549
23212,45 271
23213,10 329
23214,550 667
23215,954 154
23216,301 138
23217,301 168
23218,509 183
23219,895 114
23220,128 87
23221,333 145
23222,333 981
23223,86 19
23224,707 957
23225,243 930
23226,196 908
23227,847 171
23228,86 261
23229,453 86
23230,163 411
23231,271 142
23232,411 163
23233,271 252
23234,271 4
23235,494 296
23236,13 820
23237,820 13
23238,24 367
23239,179 376
23240,963 319
23241,372 42
23242,546 597
23243,232 214
23244,271 2
23245,214 232
23246,581 872
23247,581 310
23248,232 576
23249,271 301
23250,912 499
23251,232 6
23252,153 984
23253,100 935
23254,685 64
23255,913 499
23256,921 63
23257,100 51
23258,51 100
23259,2 271
23260,929 15
23261,6 232
23262,297 311
23263,971 63
23264,459 221
23265,900 40
23266,331 44
23267,509 10
23268,949 411
23269,513 153
23270,411 949
23271,367 337
23272,367 30
23273,367 31
23274,367 39
23275,607 548
23276,607 453
23277,268 549
23278,607 128
23279,473 87
23280,856 331
23281,271 3
23282,294 543
23283,87 473
23284,212 64
